Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions
"Delhi, DL, India",08/14/2019,33.8,26,29.6,45.1,12.76,0,0,8.2,126.96,2.3,69.6,87.17,"Rain, Partially cloudy"
"Delhi, DL, India",08/15/2019,34.4,25.3,30.4,45.1,12.88,0,0,18.3,107,3.1,68.3,80.99,"Rain, Partially cloudy"
"Delhi, DL, India",08/16/2019,31.8,27,29,41.1,2.4,0,0,20.5,80.88,3.1,70.1,83.02,"Rain, Partially cloudy"
"Delhi, DL, India",08/17/2019,28,26,26.9,34.5,20.79,0,0,16.6,104,2.6,82.8,93.03,"Rain, Overcast"
"Delhi, DL, India",08/18/2019,29.7,25.9,27.3,36.8,43.48,0,0,17.1,195.79,2.6,76.3,90.79,"Rain, Overcast"
"Delhi, DL, India",08/19/2019,33.8,25.8,29.9,40.6,0.3,0,0,14.8,179,2.9,52.3,76.17,"Rain, Partially cloudy"
"Delhi, DL, India",08/20/2019,34.8,28,30.6,42,0,0,0,16.6,263.29,2.8,53.5,75.31,Partially cloudy
"Delhi, DL, India",08/21/2019,35.8,27,31.2,44.3,0,0,0,12.9,239.21,2.9,44.3,72.22,Partially cloudy
"Delhi, DL, India",08/22/2019,34.3,26.8,29.5,43.3,0.22,0,0,11.2,206.58,2.8,57.1,74.85,"Rain, Partially cloudy"
"Delhi, DL, India",08/23/2019,35.8,27,31.1,44.1,0.6,0,0,15.7,144.29,2.9,47.2,69.87,"Rain, Partially cloudy"
"Delhi, DL, India",08/24/2019,33,27.9,30.4,42.8,2,0,0,13.3,117.96,2.5,58.1,76.71,"Rain, Partially cloudy"
"Delhi, DL, India",08/25/2019,33.5,26,28.4,41.4,6.63,0,0,13,86.08,2.3,71.8,84.16,"Rain, Partially cloudy"
"Delhi, DL, India",08/26/2019,34.7,26,30.5,44.5,6,0,0,13.3,76.54,3.2,60.6,74.96,"Rain, Partially cloudy"
"Delhi, DL, India",08/27/2019,35.9,28,32,46.6,0,0,0,12.3,81.5,3.4,47.7,69.9,Partially cloudy
"Delhi, DL, India",08/28/2019,37.6,28,32.5,48.2,0,0,0,11.8,91.75,3.6,38.2,68.78,Partially cloudy
"Delhi, DL, India",08/29/2019,37.5,29,32.3,48.3,2,0,0,14.8,105.67,3.4,44.7,69.43,"Rain, Partially cloudy"
"Delhi, DL, India",08/30/2019,35.8,28,32.1,45.8,0.4,0,0,9,104.78,3.1,59.1,69.92,"Rain, Partially cloudy"
"Delhi, DL, India",08/31/2019,35.8,30,32.3,45.4,1.11,0,0,9.8,166.46,2.9,53.3,69.72,"Rain, Partially cloudy"
